id,tile,row,col,elev,aspect,slope,lat,lon,e_lv95,n_lv95,band,asp_c,slope_cls
t3_2400_W_42-55_105,3,818,453,2485.2,276.7,43.0,46.009894,7.353121,2593375.0,1095375.0,2400,W,42-55
t3_2400_NW_42-55_106,3,753,311,2299.7,297.2,48.7,46.154782,6.89337,2557875.0,1111625.0,2400,NW,42-55
t3_2400_NW_42-55_107,3,871,493,2371.7,332.4,43.2,45.890731,7.482126,2603375.0,1082125.0,2400,NW,42-55
t3_2800_N_20-30_108,3,822,595,2748.7,356.5,26.2,46.000318,7.811355,2628875.0,1094375.0,2800,N,20-30
t3_2800_NE_20-30_109,3,845,336,2800.6,32.1,25.0,45.948253,6.97603,2564125.0,1088625.0,2800,NE,20-30
t3_2800_NE_20-30_110,3,777,518,2749.9,58.1,21.5,46.102064,7.563114,2609625.0,1105625.0,2800,NE,20-30
t3_2800_E_20-30_111,3,809,465,2669.6,83.6,21.1,46.030157,7.391833,2596375.0,1097625.0,2800,E,20-30
t3_2800_SE_20-30_112,3,748,661,2812.4,119.0,24.1,46.165824,8.026111,2645375.0,1112875.0,2800,SE,20-30
t3_2800_SE_20-30_113,3,871,593,2672.8,142.5,28.5,45.890147,7.804166,2628375.0,1082125.0,2800,SE,20-30
t3_2800_S_20-30_114,3,814,596,2824.6,182.4,25.0,46.018298,7.814706,2629125.0,1096375.0,2800,S,20-30
t3_2800_SW_20-30_115,3,862,633,2805.6,217.3,26.9,45.909893,7.933162,2638375.0,1084375.0,2800,SW,20-30
t3_2800_W_20-30_116,3,794,656,2789.8,248.5,23.4,46.062462,8.008847,2644125.0,1101375.0,2800,W,20-30
t3_2800_W_20-30_117,3,770,524,2765.9,275.8,24.9,46.117783,7.582553,2611125.0,1107375.0,2800,W,20-30
t3_2800_W_20-30_118,3,768,644,2806.8,291.2,20.6,46.12112,7.97065,2641125.0,1107875.0,2800,W,20-30
t3_2800_N_20-30_119,3,853,473,2765.8,340.5,28.8,45.931216,7.417702,2598375.0,1086625.0,2800,N,20-30
t3_2800_N_30-42_120,3,780,650,2714.0,6.5,37.9,46.094041,7.989781,2642625.0,1104875.0,2800,N,30-42
t3_2800_NE_30-42_121,3,821,483,2893.9,40.4,37.4,46.00318,7.449943,2600875.0,1094625.0,2800,NE,30-42
t3_2800_NE_30-42_122,3,826,432,2797.8,58.0,34.3,45.991831,7.285396,2588125.0,1093375.0,2800,NE,30-42
t3_2800_E_30-42_123,3,760,620,2903.9,88.9,31.6,46.13945,7.893184,2635125.0,1109875.0,2800,E,30-42
t3_2800_SE_30-42_124,3,870,427,2772.3,118.8,34.6,45.892859,7.269572,2586875.0,1082375.0,2800,SE,30-42
t3_2800_SE_30-42_125,3,847,474,2786.6,147.7,35.6,45.944709,7.42092,2598625.0,1088125.0,2800,SE,30-42
t3_2800_S_30-42_126,3,830,587,2871.9,170.6,36.4,45.982409,7.785427,2626875.0,1092375.0,2800,S,30-42
t3_2800_SW_30-42_127,3,807,650,2815.6,208.4,32.6,46.033323,7.989169,2642625.0,1098125.0,2800,SW,30-42
t3_2800_W_30-42_128,3,870,340,2786.8,250.3,37.7,45.892085,6.989388,2565125.0,1082375.0,2800,W,30-42
t3_2800_W_30-42_129,3,827,458,2697.6,266.6,36.3,45.989666,7.369285,2594625.0,1093125.0,2800,W,30-42
t3_2800_W_30-42_130,3,860,466,2787.4,291.6,40.1,45.915467,7.395155,2596625.0,1084875.0,2800,W,30-42
t3_2800_NW_30-42_131,3,849,632,2766.7,330.0,35.2,45.939142,7.930203,2638125.0,1087625.0,2800,NW,30-42
t3_2800_N_42-55_132,3,826,545,2903.3,356.4,45.4,45.99174,7.649977,2616375.0,1093375.0,2800,N,42-55
t3_2800_NE_42-55_133,3,854,498,2779.9,35.5,44.3,45.928954,7.49827,2604625.0,1086375.0,2800,NE,42-55
t3_2800_NE_42-55_134,3,871,556,2831.0,56.3,44.4,45.89047,7.685012,2619125.0,1082125.0,2800,NE,42-55
t3_2800_E_42-55_135,3,856,527,2803.6,99.0,49.6,45.924368,7.591714,2611875.0,1085875.0,2800,E,42-55
t3_2800_SE_42-55_136,3,849,529,2822.1,125.2,43.5,45.940101,7.598205,2612375.0,1087625.0,2800,SE,42-55
t3_2800_SE_42-55_137,3,824,641,2787.3,149.7,47.1,45.995232,7.959746,2640375.0,1093875.0,2800,SE,42-55
t3_2800_S_42-55_138,3,834,621,2756.6,174.0,48.3,45.973023,7.895028,2635375.0,1091375.0,2800,S,42-55
t3_2800_SW_42-55_139,3,849,510,2826.3,203.5,44.4,45.940171,7.536962,2607625.0,1087625.0,2800,SW,42-55
t3_2800_W_42-55_140,3,863,513,2826.7,248.6,43.6,45.908678,7.54657,2608375.0,1084125.0,2800,W,42-55
t3_2800_W_42-55_141,3,815,455,2773.8,278.6,47.7,46.016646,7.359566,2593875.0,1096125.0,2800,W,42-55
t3_2800_NW_42-55_142,3,850,328,2795.9,301.7,42.6,45.936899,6.950341,2562125.0,1087375.0,2800,NW,42-55
t3_2800_NW_42-55_143,3,747,321,2836.5,322.4,45.1,46.168427,6.925603,2560375.0,1113125.0,2800,NW,42-55
t4_1600_N_20-30_0,4,415,784,1557.9,3.8,25.0,46.911871,8.437918,2676125.0,1196125.0,1600,N,20-30
t4_1600_NE_20-30_1,4,388,953,1633.5,32.3,21.8,46.966394,8.994166,2718375.0,1202875.0,1600,NE,20-30
t4_1600_NE_20-30_2,4,664,704,1624.0,55.2,25.7,46.353915,8.167808,2656125.0,1133875.0,1600,NE,20-30
t4_1600_E_20-30_3,4,427,816,1557.6,86.4,26.8,46.883923,8.542366,2684125.0,1193125.0,1600,E,20-30
t4_1600_SE_20-30_4,4,445,647,1581.7,131.4,23.4,46.847448,7.987654,2641875.0,1188625.0,1600,SE,20-30
t4_1600_SE_20-30_5,4,726,705,1586.7,149.8,28.6,46.214468,8.169182,2656375.0,1118375.0,1600,SE,20-30
t4_1600_S_20-30_6,4,392,709,1557.0,177.5,29.4,46.965474,8.192531,2657375.0,1201875.0,1600,S,20-30
t4_1600_SW_20-30_7,4,452,665,1621.6,217.1,24.7,46.831408,8.046473,2646375.0,1186875.0,1600,SW,20-30
t4_1600_SW_20-30_8,4,421,870,1593.1,234.4,27.4,46.895569,8.71978,2697625.0,1194625.0,1600,SW,20-30
t4_1600_W_20-30_9,4,458,722,1611.8,269.9,21.1,46.816771,8.233038,2660625.0,1185375.0,1600,W,20-30
t4_1600_NW_20-30_10,4,346,934,1691.1,295.2,20.7,47.061655,8.934393,2713625.0,1213375.0,1600,NW,20-30
t4_1600_NW_20-30_11,4,420,933,1573.6,328.5,25.1,46.895318,8.926485,2713375.0,1194875.0,1600,NW,20-30
t4_1600_N_30-42_12,4,495,765,1595.6,2.8,35.1,46.732504,8.372447,2671375.0,1176125.0,1600,N,30-42
t4_1600_NE_30-42_13,4,503,826,1593.0,38.8,39.6,46.712708,8.571563,2686625.0,1174125.0,1600,NE,30-42
t4_1600_NE_30-42_14,4,490,831,1589.7,65.3,36.4,46.741777,8.588531,2687875.0,1177375.0,1600,NE,30-42
t4_1600_E_30-42_15,4,514,829,1537.5,88.1,34.0,46.687875,8.580847,2687375.0,1171375.0,1600,E,30-42
t4_1600_SE_30-42_16,4,451,731,1692.3,126.6,37.9,46.832303,8.26276,2662875.0,1187125.0,1600,SE,30-42
t4_1600_S_30-42_17,4,469,885,1628.4,160.0,39.6,46.787079,8.766318,2701375.0,1182625.0,1600,S,30-42
t4_1600_S_30-42_18,4,431,896,1514.3,189.6,34.5,46.872098,8.804492,2704125.0,1192125.0,1600,S,30-42
t4_1600_S_30-42_19,4,497,826,1592.6,200.5,37.0,46.7262,8.571846,2686625.0,1175625.0,1600,S,30-42
t4_1600_SW_30-42_20,4,516,731,1603.7,242.2,37.6,46.686136,8.26053,2662875.0,1170875.0,1600,SW,30-42
t4_1600_W_30-42_21,4,468,863,1601.8,264.6,32.5,46.790142,8.694351,2695875.0,1182875.0,1600,W,30-42
t4_1600_NW_30-42_22,4,505,841,1546.4,292.6,40.2,46.707713,8.620501,2690375.0,1173625.0,1600,NW,30-42
t4_1600_NW_30-42_23,4,477,885,1656.7,322.3,33.9,46.769091,8.765875,2701375.0,1180625.0,1600,NW,30-42
t4_1600_N_42-55_24,4,368,942,1669.1,358.9,49.0,47.011846,8.959311,2715625.0,1207875.0,1600,N,42-55
t4_1600_N_42-55_25,4,363,960,1597.0,20.3,52.2,47.022287,9.01881,2720125.0,1209125.0,1600,N,42-55
t4_1600_NE_42-55_26,4,375,933,1582.5,54.1,50.3,46.996495,8.92929,2713375.0,1206125.0,1600,NE,42-55
t4_1600_E_42-55_27,4,342,964,1549.1,98.0,48.6,47.069319,9.033365,2721125.0,1214375.0,1600,E,42-55
t4_1600_SE_42-55_28,4,440,941,1562.7,116.5,45.5,46.850006,8.95146,2715375.0,1189875.0,1600,SE,42-55
t4_1600_SE_42-55_29,4,455,831,1606.0,156.1,44.4,46.820478,8.590211,2687875.0,1186125.0,1600,SE,42-55
t4_1600_S_42-55_30,4,375,898,1629.1,178.0,43.0,46.997933,8.814269,2704625.0,1206125.0,1600,S,42-55
t4_1600_SW_42-55_31,4,457,862,1695.5,210.9,48.4,46.814913,8.691652,2695625.0,1185625.0,1600,SW,42-55
t4_1600_SW_42-55_32,4,447,852,1574.7,242.1,48.6,46.837753,8.659408,2693125.0,1188125.0,1600,SW,42-55
t4_1600_W_42-55_33,4,538,746,1583.2,271.5,42.1,46.636299,8.308748,2666625.0,1165375.0,1600,W,42-55
t4_1600_NW_42-55_34,4,499,587,1557.9,308.6,48.3,46.726785,7.790202,2626875.0,1175125.0,1600,NW,42-55
t4_1600_NW_42-55_35,4,364,950,1508.4,336.7,48.4,47.020487,8.985868,2717625.0,1208875.0,1600,NW,42-55
t4_2000_N_20-30_36,4,498,771,2012.6,354.5,29.0,46.725595,8.391951,2672875.0,1175375.0,2000,N,20-30
t4_2000_NE_20-30_37,4,561,795,2028.1,30.3,27.2,46.583245,8.46773,2678875.0,1159625.0,2000,NE,20-30
t4_2000_E_20-30_38,4,494,866,2046.1,70.3,26.7,46.731571,8.7028,2696625.0,1176375.0,2000,E,20-30
t4_2000_E_20-30_39,4,562,821,2064.7,96.2,25.0,46.580198,8.552479,2685375.0,1159375.0,2000,E,20-30
t4_2000_SE_20-30_40,4,671,694,2038.4,123.9,25.3,46.338377,8.135128,2653625.0,1132125.0,2000,SE,20-30
t4_2000_S_20-30_41,4,547,809,2019.3,158.4,29.4,46.614305,8.514015,2682375.0,1163125.0,2000,S,20-30
t4_2000_S_20-30_42,4,651,726,2135.3,175.5,22.4,46.382667,8.239689,2661625.0,1137125.0,2000,S,20-30
t4_2000_SW_20-30_43,4,728,670,2067.5,220.5,23.4,46.210646,8.055749,2647625.0,1117875.0,2000,SW,20-30
t4_2000_W_20-30_44,4,520,743,1967.2,251.9,25.2,46.676851,8.299599,2665875.0,1169875.0,2000,W,20-30
t4_2000_W_20-30_45,4,456,747,2021.4,261.1,24.3,46.82067,8.315002,2666875.0,1185875.0,2000,W,20-30
t4_2000_NW_20-30_46,4,631,717,1880.0,304.8,25.4,46.427846,8.211083,2659375.0,1142125.0,2000,NW,20-30
t4_2000_N_20-30_47,4,425,933,2028.5,339.4,21.5,46.884076,8.926174,2713375.0,1193625.0,2000,N,20-30
t4_2000_N_30-42_48,4,507,743,1883.7,355.4,30.2,46.706085,8.300065,2665875.0,1173125.0,2000,N,30-42
t4_2000_NE_30-42_49,4,546,846,1971.6,41.4,39.7,46.615349,8.634802,2691625.0,1163375.0,2000,NE,30-42
t4_2000_NE_30-42_50,4,626,734,2011.9,61.0,37.1,46.4387,8.266542,2663625.0,1143375.0,2000,NE,30-42
t4_2000_E_30-42_51,4,714,701,1922.2,93.0,33.5,46.241537,8.156579,2655375.0,1121375.0,2000,E,30-42
t4_2000_SE_30-42_52,4,536,824,2013.1,119.8,30.7,46.638567,8.563478,2686125.0,1165875.0,2000,SE,30-42
t4_2000_SE_30-42_53,4,383,949,1989.5,145.4,34.8,46.977813,8.981352,2717375.0,1204125.0,2000,SE,30-42
t4_2000_S_30-42_54,4,653,713,2013.0,181.1,32.2,46.37846,8.197383,2658375.0,1136625.0,2000,S,30-42
t4_2000_SW_30-42_55,4,527,792,2078.1,215.0,37.4,46.659789,8.459388,2678125.0,1168125.0,2000,SW,30-42
t4_2000_SW_30-42_56,4,544,850,2040.3,243.9,37.4,46.619709,8.647956,2692625.0,1163875.0,2000,SW,30-42
t4_2000_W_30-42_57,4,502,853,2066.2,274.6,37.3,46.714046,8.65988,2693375.0,1174375.0,2000,W,30-42
t4_2000_NW_30-42_58,4,488,748,1950.2,299.9,34.5,46.748686,8.317105,2667125.0,1177875.0,2000,NW,30-42
t4_2000_NW_30-42_59,4,482,880,2031.1,335.4,37.2,46.758038,8.749239,2700125.0,1179375.0,2000,NW,30-42
t4_2000_N_42-55_60,4,468,784,1893.4,348.3,49.8,46.792693,8.435708,2676125.0,1182875.0,2000,N,42-55
t4_2000_NE_42-55_61,4,459,755,1924.0,34.8,48.8,46.81372,8.341096,2668875.0,1185125.0,2000,NE,42-55
t4_2000_E_42-55_62,4,443,958,2011.5,71.4,46.7,46.84251,9.006976,2719625.0,1189125.0,2000,E,42-55
t4_2000_E_42-55_63,4,443,821,2060.5,90.5,47.6,46.847786,8.558015,2685375.0,1189125.0,2000,E,42-55
t4_2000_SE_42-55_64,4,733,682,1979.0,113.6,45.6,46.199183,8.094484,2650625.0,1116625.0,2000,SE,42-55
t4_2000_SE_42-55_65,4,413,930,2015.7,139.4,49.4,46.911184,8.917078,2712625.0,1196625.0,2000,SE,42-55
t4_2000_S_42-55_66,4,486,761,1994.2,176.2,49.3,46.752848,8.359711,2670375.0,1178375.0,2000,S,42-55
t4_2000_SW_42-55_67,4,521,813,2003.7,209.2,46.1,46.672646,8.528246,2683375.0,1169625.0,2000,SW,42-55
t4_2000_SW_42-55_68,4,600,760,1951.1,231.4,44.2,46.496519,8.352098,2670125.0,1149875.0,2000,SW,42-55
t4_2000_W_42-55_69,4,513,763,2008.8,266.3,45.1,46.69208,8.365211,2670875.0,1171625.0,2000,W,42-55
t4_2000_W_42-55_70,4,439,947,1969.3,292.3,47.9,46.851992,8.971188,2716875.0,1190125.0,2000,W,42-55
t4_2000_NW_42-55_71,4,456,884,1992.7,330.8,53.2,46.816348,8.763763,2701125.0,1185875.0,2000,NW,42-55
t4_2400_N_20-30_72,4,547,837,2386.7,350.0,25.4,46.613405,8.605384,2689375.0,1163125.0,2400,N,20-30
t4_2400_NE_20-30_73,4,517,800,2362.3,40.8,25.1,46.682039,8.485952,2680125.0,1170625.0,2400,NE,20-30
t4_2400_NE_20-30_74,4,515,849,2395.8,56.1,24.7,46.684953,8.646149,2692375.0,1171125.0,2400,NE,20-30
t4_2400_E_20-30_75,4,537,788,2394.6,89.7,28.4,46.637419,8.445904,2677125.0,1165625.0,2400,E,20-30
t4_2400_E_20-30_76,4,561,782,2366.0,108.2,22.7,46.583621,8.425331,2675625.0,1159625.0,2400,E,20-30
t4_2400_SE_20-30_77,4,546,806,2237.3,152.1,26.0,46.616646,8.504269,2681625.0,1163375.0,2400,SE,20-30
t4_2400_S_20-30_78,4,680,677,2346.1,183.5,24.1,46.318464,8.079693,2649375.0,1129875.0,2400,S,20-30
t4_2400_SW_20-30_79,4,507,762,2333.4,220.5,24.9,46.705599,8.362174,2670625.0,1173125.0,2400,SW,20-30
t4_2400_SW_20-30_80,4,517,744,2287.5,237.0,28.6,46.683573,8.302974,2666125.0,1170625.0,2400,SW,20-30
t4_2400_W_20-30_81,4,560,757,2371.0,258.5,22.9,46.586547,8.343831,2669375.0,1159875.0,2400,W,20-30
t4_2400_NW_20-30_82,4,590,788,2384.4,309.8,27.7,46.518237,8.443688,2677125.0,1152375.0,2400,NW,20-30
t4_2400_NW_20-30_83,4,567,783,2423.6,336.7,24.0,46.5701,8.428346,2675875.0,1158125.0,2400,NW,20-30
t4_2400_N_30-42_84,4,536,808,2415.4,351.6,37.1,46.639071,8.511242,2682125.0,1165875.0,2400,N,30-42
t4_2400_NE_30-42_85,4,527,785,2432.4,33.1,31.5,46.659992,8.436526,2676375.0,1168125.0,2400,NE,30-42
t4_2400_NE_30-42_86,4,672,759,2423.6,57.2,34.6,46.334635,8.346131,2669875.0,1131875.0,2400,NE,30-42
t4_2400_E_30-42_87,4,446,957,2273.8,88.1,37.2,46.83581,9.003503,2719375.0,1188375.0,2400,E,30-42
t4_2400_SE_30-42_88,4,442,928,2426.5,114.6,30.9,46.846065,8.908733,2712125.0,1189375.0,2400,SE,30-42
t4_2400_SE_30-42_89,4,649,719,2406.0,155.5,36.1,46.387323,8.217007,2659875.0,1137625.0,2400,SE,30-42
t4_2400_S_30-42_90,4,461,887,2392.2,190.7,32.8,46.804991,8.77331,2701875.0,1184625.0,2400,S,30-42
t4_2400_SW_30-42_91,4,521,786,2435.3,212.3,32.0,46.673455,8.440042,2676625.0,1169625.0,2400,SW,30-42
t4_2400_W_30-42_92,4,541,851,2430.0,251.7,30.7,46.62642,8.651371,2692875.0,1164625.0,2400,W,30-42
t4_2400_W_30-42_93,4,631,741,2447.8,262.0,36.6,46.427288,8.289135,2665375.0,1142125.0,2400,W,30-42
t4_2400_W_30-42_94,4,680,705,2429.1,291.6,38.3,46.317913,8.170571,2656375.0,1129875.0,2400,W,30-42
t4_2400_NW_30-42_95,4,646,718,2431.6,320.8,37.3,46.394092,8.213854,2659625.0,1138375.0,2400,NW,30-42
t4_2400_N_42-55_96,4,469,825,2501.9,3.9,44.8,46.789194,8.569896,2686375.0,1182625.0,2400,N,42-55
t4_2400_NE_42-55_97,4,457,877,2394.7,27.7,47.5,46.814363,8.740781,2699375.0,1185625.0,2400,NE,42-55
t4_2400_E_42-55_98,4,726,680,2449.6,72.0,49.8,46.214962,8.088195,2650125.0,1118375.0,2400,E,42-55
t4_2400_E_42-55_99,4,440,820,2413.2,83.8,48.0,46.854564,8.554877,2685125.0,1189875.0,2400,E,42-55
t4_2400_SE_42-55_100,4,460,816,2424.5,115.2,53.6,46.809719,8.540845,2684125.0,1184875.0,2400,SE,42-55
t4_2400_SE_42-55_101,4,482,770,2250.2,151.0,51.2,46.761602,8.389315,2672625.0,1179375.0,2400,SE,42-55
t4_2400_S_42-55_102,4,373,957,2392.2,163.5,49.1,46.99994,9.008289,2719375.0,1206625.0,2400,S,42-55
t4_2400_SW_42-55_103,4,625,772,2397.3,216.6,44.1,46.43998,8.390185,2673125.0,1143625.0,2400,SW,42-55
t4_2400_SW_42-55_104,4,464,808,2308.1,239.6,46.6,46.800974,8.514465,2682125.0,1183875.0,2400,SW,42-55
t4_2400_W_42-55_105,4,479,899,2555.2,271.6,48.0,46.764052,8.811574,2704875.0,1180125.0,2400,W,42-55
t4_2400_NW_42-55_106,4,587,781,2396.0,300.5,46.4,46.525182,8.421008,2675375.0,1153125.0,2400,NW,42-55
t4_2400_NW_42-55_107,4,462,869,2447.0,319.6,48.8,46.803416,8.714313,2697375.0,1184375.0,2400,NW,42-55
t4_2800_N_20-30_108,4,507,780,2631.9,7.4,26.5,46.705107,8.421013,2675125.0,1173125.0,2800,N,20-30
t4_2800_NE_20-30_109,4,525,756,2827.0,25.7,26.7,46.665279,8.341884,2669125.0,1168625.0,2800,NE,20-30
t4_2800_NE_20-30_110,4,523,778,2793.7,49.4,24.8,46.669184,8.413825,2674625.0,1169125.0,2800,NE,20-30
t4_2800_E_20-30_111,4,535,785,2775.3,86.5,24.6,46.642002,8.436193,2676375.0,1166125.0,2800,E,20-30
t4_2800_E_20-30_112,4,557,764,2818.8,111.0,27.0,46.59311,8.366779,2671125.0,1160625.0,2800,E,20-30
t4_2800_SE_20-30_113,4,634,751,2872.6,142.3,24.8,46.420293,8.321546,2667875.0,1141375.0,2800,SE,20-30
t4_2800_S_20-30_114,4,517,787,2846.9,181.4,21.9,46.682421,8.443476,2676875.0,1170625.0,2800,S,20-30
t4_2800_SW_20-30_115,4,520,792,2830.1,203.0,24.1,46.67553,8.459685,2678125.0,1169875.0,2800,SW,20-30
t4_2800_SW_20-30_116,4,505,799,2805.0,234.7,26.6,46.709053,8.483206,2679875.0,1173625.0,2800,SW,20-30
t4_2800_W_20-30_117,4,554,760,2818.8,267.5,27.9,46.599962,8.353845,2670125.0,1161375.0,2800,W,20-30
t4_2800_NW_20-30_118,4,714,673,2756.9,304.0,22.7,46.242076,8.065829,2648375.0,1121375.0,2800,NW,20-30
t4_2800_N_20-30_119,4,473,783,2790.8,339.0,23.3,46.781478,8.432226,2675875.0,1181625.0,2800,N,20-30
t4_2800_N_30-42_120,4,637,737,2807.4,0.9,32.0,46.413892,8.275918,2664375.0,1140625.0,2800,N,30-42
t4_2800_NE_30-42_121,4,683,711,2795.0,35.6,40.6,46.311039,8.189952,2657875.0,1129125.0,2800,NE,30-42
t4_2800_E_30-42_122,4,685,697,2791.1,67.9,35.4,46.306834,8.14446,2654375.0,1128625.0,2800,E,30-42
t4_2800_E_30-42_123,4,508,793,2741.3,81.1,31.3,46.702485,8.463464,2678375.0,1172875.0,2800,E,30-42
t4_2800_SE_30-42_124,4,627,757,2841.2,124.7,37.3,46.435881,8.341318,2669375.0,1143125.0,2800,SE,30-42
t4_2800_SE_30-42_125,4,717,671,2743.1,142.6,36.6,46.235365,8.05927,2647875.0,1120625.0,2800,SE,30-42
t4_2800_S_30-42_126,4,689,707,2799.0,185.5,36.8,46.297632,8.176788,2656875.0,1127625.0,2800,S,30-42
t4_2800_S_30-42_127,4,512,807,2798.2,200.4,36.0,46.69307,8.509046,2681875.0,1171875.0,2800,S,30-42
t4_2800_SW_30-42_128,4,521,750,2730.2,243.2,35.5,46.674428,8.322432,2667625.0,1169625.0,2800,SW,30-42
t4_2800_W_30-42_129,4,543,763,2881.6,262.3,32.6,46.624618,8.364055,2670875.0,1164125.0,2800,W,30-42
t4_2800_NW_30-42_130,4,514,770,2820.4,295.6,35.6,46.689643,8.388048,2672625.0,1171375.0,2800,NW,30-42
t4_2800_NW_30-42_131,4,440,922,2773.4,320.0,34.9,46.850813,8.889191,2710625.0,1189875.0,2800,NW,30-42
t4_2800_N_42-55_132,4,442,916,2902.8,2.1,45.5,46.846563,8.869408,2709125.0,1189375.0,2800,N,42-55
t4_2800_NE_42-55_133,4,452,933,2837.7,32.9,46.0,46.823368,8.924497,2713375.0,1186875.0,2800,NE,42-55
t4_2800_E_42-55_134,4,456,935,2809.7,73.1,51.2,46.814289,8.930799,2713875.0,1185875.0,2800,E,42-55
t4_2800_E_42-55_135,4,714,688,2879.0,86.1,49.3,46.241796,8.114445,2652125.0,1121375.0,2800,E,42-55
t4_2800_SE_42-55_136,4,462,813,2833.3,127.7,46.9,46.805316,8.530929,2683375.0,1184375.0,2800,SE,42-55
t4_2800_SE_42-55_137,4,477,784,2911.4,139.1,46.7,46.772455,8.435334,2676125.0,1180625.0,2800,SE,42-55
t4_2800_S_42-55_138,4,516,778,2891.1,180.4,46.4,46.684925,8.41411,2674625.0,1170875.0,2800,S,42-55
t4_2800_SW_42-55_139,4,454,904,2822.0,222.9,48.0,46.820067,8.829385,2706125.0,1186375.0,2800,SW,42-55
t4_2800_W_42-55_140,4,448,948,2664.8,254.7,46.1,46.831713,8.973888,2717125.0,1187875.0,2800,W,42-55
t4_2800_W_42-55_141,4,504,788,2825.7,280.3,44.4,46.711625,8.447289,2677125.0,1173875.0,2800,W,42-55
t4_2800_NW_42-55_142,4,445,907,2827.9,309.1,53.2,46.840183,8.839738,2706875.0,1188625.0,2800,NW,42-55
t4_2800_NW_42-55_143,4,453,930,2706.8,318.8,45.0,46.821247,8.914608,2712625.0,1186625.0,2800,NW,42-55
t5_1600_N_20-30_0,5,589,834,1594.0,8.3,27.7,46.519062,8.593578,2688625.0,1152625.0,1600,N,20-30
t5_1600_N_20-30_1,5,674,1035,1651.2,19.1,26.1,46.319415,9.241869,2738875.0,1131375.0,1600,N,20-30
t5_1600_NE_20-30_2,5,621,931,1663.1,48.9,28.1,46.443459,8.90758,2712875.0,1144625.0,1600,NE,20-30
t5_1600_E_20-30_3,5,634,998,1578.4,87.0,25.6,46.4112,9.12459,2729625.0,1141375.0,1600,E,20-30
t5_1600_SE_20-30_4,5,597,933,1605.5,115.5,24.2,46.497339,8.915555,2713375.0,1150625.0,1600,SE,20-30
t5_1600_SE_20-30_5,5,632,900,1543.9,140.6,27.4,46.419986,8.80612,2705125.0,1141875.0,1600,SE,20-30
t5_1600_S_20-30_6,5,595,894,1689.2,182.3,26.9,46.503416,8.788682,2703625.0,1151125.0,1600,S,20-30
t5_1600_SW_20-30_7,5,648,978,1621.8,203.8,25.2,46.38067,9.058637,2724625.0,1137875.0,1600,SW,20-30
t5_1600_SW_20-30_8,5,634,929,1594.4,230.0,25.2,46.414313,8.900286,2712375.0,1141375.0,1600,SW,20-30
t5_1600_W_20-30_9,5,731,1017,1583.1,275.9,27.8,46.192175,9.179353,2734375.0,1117125.0,1600,W,20-30
t5_1600_NW_20-30_10,5,681,1029,1690.1,303.9,26.2,46.303985,9.221882,2737375.0,1129625.0,1600,NW,20-30
t5_1600_NW_20-30_11,5,591,825,1613.2,328.9,23.0,46.514859,8.564167,2686375.0,1152125.0,1600,NW,20-30
t5_1600_N_30-42_12,5,716,1019,1619.4,3.7,33.3,46.2258,9.18691,2734875.0,1120875.0,1600,N,30-42
t5_1600_NE_30-42_13,5,629,1023,1620.3,27.3,34.5,46.421204,9.206219,2735875.0,1142625.0,1600,NE,30-42
t5_1600_NE_30-42_14,5,653,1065,1604.8,62.4,33.6,46.365036,9.340869,2746375.0,1136625.0,1600,NE,30-42
t5_1600_E_30-42_15,5,624,1061,1579.7,79.0,36.1,46.430453,9.330149,2745375.0,1143875.0,1600,E,30-42
t5_1600_E_30-42_16,5,672,832,1630.5,111.7,35.6,46.332489,8.583119,2688125.0,1131875.0,1600,E,30-42
t5_1600_SE_30-42_17,5,590,814,1606.1,151.5,31.3,46.517457,8.528382,2683625.0,1152375.0,1600,SE,30-42
t5_1600_S_30-42_18,5,581,836,1549.6,175.3,35.6,46.536985,8.600478,2689125.0,1154625.0,1600,S,30-42
t5_1600_SW_30-42_19,5,696,882,1641.8,213.5,31.9,46.276766,8.744131,2700625.0,1125875.0,1600,SW,30-42
t5_1600_SW_30-42_20,5,617,915,1597.6,234.9,37.1,46.453115,8.855771,2708875.0,1145625.0,1600,SW,30-42
t5_1600_W_30-42_21,5,587,947,1565.3,270.9,36.6,46.519222,8.96177,2716875.0,1153125.0,1600,W,30-42
t5_1600_NW_30-42_22,5,680,971,1486.5,297.6,38.2,46.309042,9.033781,2722875.0,1129875.0,1600,NW,30-42
t5_1600_NW_30-42_23,5,597,809,1603.9,321.1,34.4,46.501871,8.511783,2682375.0,1150625.0,1600,NW,30-42
t5_1600_N_42-55_24,5,699,796,1664.0,10.5,46.3,46.272894,8.465104,2679125.0,1125125.0,1600,N,42-55
t5_1600_NE_42-55_25,5,680,875,1592.0,29.9,44.7,46.313003,8.72228,2698875.0,1129875.0,1600,NE,42-55
t5_1600_NE_42-55_26,5,603,874,1686.3,56.5,42.0,46.486183,8.723126,2698625.0,1149125.0,1600,NE,42-55
t5_1600_E_42-55_27,5,633,809,1595.2,93.0,45.9,46.420918,8.510182,2682375.0,1141625.0,1600,E,42-55
t5_1600_SE_42-55_28,5,698,1044,1632.8,125.9,45.3,46.264987,9.269256,2741125.0,1125375.0,1600,SE,42-55
t5_1600_SE_42-55_29,5,670,772,1654.7,155.5,45.0,46.338787,8.388414,2673125.0,1132375.0,1600,SE,42-55
t5_1600_S_42-55_30,5,647,893,1499.7,180.2,43.2,46.386529,8.782524,2703375.0,1138125.0,1600,S,42-55
